listing_id,listing_name
219922,"Lovely Bdr in Harlem, Manhattan"
220351,THE BEST DEAL ON THE HUDSON RIVER!!
220563,Lovely HUGE Master Bed + Study
220946,Newly Reno’d Chic Quiet Exec 1BR
221043,1 Bedroom in prime Flatiron
221097,Large Artist Floorthru- Greenpoint
221618,Gorgeous PermaGO Private Room in FiDi - 1/2
222054,CBG Helps Haiti Rm #3
222304,BEST DEAL IN CHELSEA 1 bdrm NYC
223930,Lovely Apartment
224004,Artsy Loft-like Harlem Apartment
224006,Harlem/Manhattan Classic Apartment
224510,"BEAUTIFUL APARTMENT, GREAT LOCATION"
225297,Quiet sunny studio Midtown
225306,Charming room in Victorian home
225887,Brooklyn B & B close to Manhattan
225926,The Notorious B.N.B. { The Erhart }
225976,Sunny cozy multileveled apartment!
226021,Sunny 2 bedroom Williamsburg Duplex w/ 3 beds
227715,ROOM WITH KITCHENETTE #2
227735,Alpha-Bet City entire floor large cool 2br -L.E.S
228317,"Your Haven Awaits At ""Emma's Place"""
228496,"Spacious, Kid-Friendly 2 BR in West Village"
228517,Great Bedroom in Downtown Manhattan
228925,Beautiful Brownstone
228979,1BDR - Hell's Kitchen Hideaway
229367,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT
229874,Oversized Studio in Park Slope
230321,Apt with EmpireState view-Subway around the corner
230854,Zen Yankee Stadium Pad 5 Minutes To Manhattan!
230877,Monthly Apartment Rental
230956,Wonderfully inviting East Village
231414,TURQUOISE: One-Bedroom Apt. in Soho
232612,"Lovely pied-à-terre, in an historic building"
232618,"Spacious, well furnished, high fl. beautiful views"
233189,NYC Studio in Heart of Times Square
233638,rooms for rent in Queens with piano
233662,Large Sunny Luxe Prvt Room/Midtown
234184,Spacious Stunning Harlem Townhouse
234870,Private Room With GREAT Location
235552,HUGE Sunny Duplex Loft with Garden
235651,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!
235951,Stylish Studio with exclusive Terrace
235960,"LES private apt, 1 bedroom & more"
236671,"Williamsburg Garden Home, 5 minutes from Manhattan"
236788,"HUGE, modern 2-LEVEL Brooklyn apt"
236806,charming 2bdrm apt in East Village
237127,LOCATION LOCATION LOCATION Liz's
237210,Manhattan Loft in Prime East Village Location
239055,Nolita Penthouse_Private Deck_Elev_
239733,Astoria Garden Suite
239766,Lower East Side/Chinatown 1 Bedroom
239826,"Amazing 1 bed, live like a Newyorkr"
239883,Private Room in Fort Green BK close to city
239899,Spacious & Charming by Prospect Pk
240800,Private Room Near Brooklyn Museum 
241140,The Notorious B.N.B. { The Wallace }
241159,Clinton Hill 1 Bed Bright Loft Apartment
241862,Great Studio in W. Village - NYC!
242532,The Notorious B.N.B. { The Swoon }
