last_review,date_id,year,month,day,weekday
2019-05-24,119,2019.0,5.0,24.0,Friday
2019-05-08,120,2019.0,5.0,8.0,Wednesday
2012-09-17,121,2012.0,9.0,17.0,Monday
2016-01-05,122,2016.0,1.0,5.0,Tuesday
2019-05-11,123,2019.0,5.0,11.0,Saturday
2018-09-29,124,2018.0,9.0,29.0,Saturday
2019-06-11,125,2019.0,6.0,11.0,Tuesday
2018-10-07,126,2018.0,10.0,7.0,Sunday
2017-08-25,127,2017.0,8.0,25.0,Friday
2015-12-12,128,2015.0,12.0,12.0,Saturday
2017-07-27,129,2017.0,7.0,27.0,Thursday
2019-04-30,130,2019.0,4.0,30.0,Tuesday
2016-08-29,131,2016.0,8.0,29.0,Monday
2018-08-19,132,2018.0,8.0,19.0,Sunday
2019-01-07,133,2019.0,1.0,7.0,Monday
2019-01-05,134,2019.0,1.0,5.0,Saturday
2013-05-02,135,2013.0,5.0,2.0,Thursday
2019-02-16,136,2019.0,2.0,16.0,Saturday
2019-05-06,137,2019.0,5.0,6.0,Monday
2018-07-06,138,2018.0,7.0,6.0,Friday
2016-11-13,139,2016.0,11.0,13.0,Sunday
2019-01-10,140,2019.0,1.0,10.0,Thursday
2014-05-13,141,2014.0,5.0,13.0,Tuesday
2019-02-15,142,2019.0,2.0,15.0,Friday
2015-11-25,143,2015.0,11.0,25.0,Wednesday
2012-08-22,144,2012.0,8.0,22.0,Wednesday
2011-03-28,145,2011.0,3.0,28.0,Monday
2016-02-05,146,2016.0,2.0,5.0,Friday
2019-04-20,147,2019.0,4.0,20.0,Saturday
2016-03-27,148,2016.0,3.0,27.0,Sunday
2018-09-25,149,2018.0,9.0,25.0,Tuesday
2011-05-12,150,2011.0,5.0,12.0,Thursday
2016-09-16,151,2016.0,9.0,16.0,Friday
2018-09-03,152,2018.0,9.0,3.0,Monday
2018-08-26,153,2018.0,8.0,26.0,Sunday
2019-01-14,154,2019.0,1.0,14.0,Monday
2016-07-18,155,2016.0,7.0,18.0,Monday
2018-12-26,156,2018.0,12.0,26.0,Wednesday
2012-01-03,157,2012.0,1.0,3.0,Tuesday
2019-07-08,158,2019.0,7.0,8.0,Monday
2019-03-01,159,2019.0,3.0,1.0,Friday
2018-01-01,160,2018.0,1.0,1.0,Monday
2018-05-19,161,2018.0,5.0,19.0,Saturday
2015-09-21,162,2015.0,9.0,21.0,Monday
2013-01-01,163,2013.0,1.0,1.0,Tuesday
2016-01-02,164,2016.0,1.0,2.0,Saturday
2018-12-28,165,2018.0,12.0,28.0,Friday
2018-09-24,166,2018.0,9.0,24.0,Monday
2016-05-02,167,2016.0,5.0,2.0,Monday
2014-11-06,168,2014.0,11.0,6.0,Thursday
2014-08-04,169,2014.0,8.0,4.0,Monday
2017-12-26,170,2017.0,12.0,26.0,Tuesday
2016-06-06,171,2016.0,6.0,6.0,Monday
2019-05-30,172,2019.0,5.0,30.0,Thursday
2018-07-08,173,2018.0,7.0,8.0,Sunday
2019-01-31,174,2019.0,1.0,31.0,Thursday
2017-05-25,175,2017.0,5.0,25.0,Thursday
2018-01-13,176,2018.0,1.0,13.0,Saturday
2013-10-01,177,2013.0,10.0,1.0,Tuesday
2014-11-10,178,2014.0,11.0,10.0,Monday
2014-06-06,179,2014.0,6.0,6.0,Friday
2013-05-31,180,2013.0,5.0,31.0,Friday
2018-12-11,181,2018.0,12.0,11.0,Tuesday
2019-02-12,182,2019.0,2.0,12.0,Tuesday
2018-11-16,183,2018.0,11.0,16.0,Friday
2018-05-08,184,2018.0,5.0,8.0,Tuesday
2019-05-02,185,2019.0,5.0,2.0,Thursday
2017-10-08,186,2017.0,10.0,8.0,Sunday
2015-03-13,187,2015.0,3.0,13.0,Friday
2014-08-31,188,2014.0,8.0,31.0,Sunday
2017-12-31,189,2017.0,12.0,31.0,Sunday
2018-08-29,190,2018.0,8.0,29.0,Wednesday
2018-08-23,191,2018.0,8.0,23.0,Thursday
2015-08-08,192,2015.0,8.0,8.0,Saturday
2018-05-13,193,2018.0,5.0,13.0,Sunday
2018-08-24,194,2018.0,8.0,24.0,Friday
2013-10-15,195,2013.0,10.0,15.0,Tuesday
2017-04-18,196,2017.0,4.0,18.0,Tuesday
2016-02-15,197,2016.0,2.0,15.0,Monday
2015-10-01,198,2015.0,10.0,1.0,Thursday
2018-01-03,199,2018.0,1.0,3.0,Wednesday
2018-05-05,200,2018.0,5.0,5.0,Saturday
2018-10-23,201,2018.0,10.0,23.0,Tuesday
2019-05-07,202,2019.0,5.0,7.0,Tuesday
2019-04-13,203,2019.0,4.0,13.0,Saturday
2018-12-01,204,2018.0,12.0,1.0,Saturday
2019-04-04,205,2019.0,4.0,4.0,Thursday
2019-04-29,206,2019.0,4.0,29.0,Monday
2018-12-03,207,2018.0,12.0,3.0,Monday
2015-08-28,208,2015.0,8.0,28.0,Friday
2016-01-01,209,2016.0,1.0,1.0,Friday
2018-10-20,210,2018.0,10.0,20.0,Saturday
2018-01-12,211,2018.0,1.0,12.0,Friday
2014-04-20,212,2014.0,4.0,20.0,Sunday
2019-03-28,213,2019.0,3.0,28.0,Thursday
2018-05-21,214,2018.0,5.0,21.0,Monday
2017-06-18,215,2017.0,6.0,18.0,Sunday
2019-06-12,216,2019.0,6.0,12.0,Wednesday
2015-06-14,217,2015.0,6.0,14.0,Sunday
2018-04-30,218,2018.0,4.0,30.0,Monday
2016-12-26,219,2016.0,12.0,26.0,Monday
2016-09-18,220,2016.0,9.0,18.0,Sunday
2015-09-17,221,2015.0,9.0,17.0,Thursday
2016-11-15,222,2016.0,11.0,15.0,Tuesday
2015-08-31,223,2015.0,8.0,31.0,Monday
2018-04-25,224,2018.0,4.0,25.0,Wednesday
2016-06-23,225,2016.0,6.0,23.0,Thursday
2019-04-21,226,2019.0,4.0,21.0,Sunday
2018-02-08,227,2018.0,2.0,8.0,Thursday
2018-11-14,228,2018.0,11.0,14.0,Wednesday
2019-01-19,229,2019.0,1.0,19.0,Saturday
2017-10-14,230,2017.0,10.0,14.0,Saturday
2015-06-03,231,2015.0,6.0,3.0,Wednesday
2015-07-20,232,2015.0,7.0,20.0,Monday
2019-02-28,233,2019.0,2.0,28.0,Thursday
2017-01-05,234,2017.0,1.0,5.0,Thursday
2019-03-15,235,2019.0,3.0,15.0,Friday
2018-09-15,236,2018.0,9.0,15.0,Saturday
2018-10-26,237,2018.0,10.0,26.0,Friday
2015-01-02,238,2015.0,1.0,2.0,Friday
2018-07-05,239,2018.0,7.0,5.0,Thursday
2018-08-14,240,2018.0,8.0,14.0,Tuesday
2012-01-02,241,2012.0,1.0,2.0,Monday
2015-10-02,242,2015.0,10.0,2.0,Friday
2013-07-09,243,2013.0,7.0,9.0,Tuesday
2018-07-31,244,2018.0,7.0,31.0,Tuesday
2017-07-31,245,2017.0,7.0,31.0,Monday
2019-04-26,246,2019.0,4.0,26.0,Friday
2018-05-28,247,2018.0,5.0,28.0,Monday
2019-04-14,248,2019.0,4.0,14.0,Sunday
2019-04-28,249,2019.0,4.0,28.0,Sunday
2014-10-06,250,2014.0,10.0,6.0,Monday
2018-05-18,251,2018.0,5.0,18.0,Friday
2018-12-19,252,2018.0,12.0,19.0,Wednesday
2017-07-09,253,2017.0,7.0,9.0,Sunday
2019-04-01,254,2019.0,4.0,1.0,Monday
2016-10-02,255,2016.0,10.0,2.0,Sunday
2015-08-17,256,2015.0,8.0,17.0,Monday
2017-06-28,257,2017.0,6.0,28.0,Wednesday
2015-07-03,258,2015.0,7.0,3.0,Friday
2014-12-03,259,2014.0,12.0,3.0,Wednesday
2017-09-25,260,2017.0,9.0,25.0,Monday
2019-05-23,261,2019.0,5.0,23.0,Thursday
2018-09-01,262,2018.0,9.0,1.0,Saturday
2018-11-06,263,2018.0,11.0,6.0,Tuesday
2015-06-25,264,2015.0,6.0,25.0,Thursday
2018-11-26,265,2018.0,11.0,26.0,Monday
2019-04-25,266,2019.0,4.0,25.0,Thursday
2018-07-26,267,2018.0,7.0,26.0,Thursday
2015-11-03,268,2015.0,11.0,3.0,Tuesday
2018-04-19,269,2018.0,4.0,19.0,Thursday
2015-12-04,270,2015.0,12.0,4.0,Friday
2014-01-13,271,2014.0,1.0,13.0,Monday
2019-01-28,272,2019.0,1.0,28.0,Monday
2017-08-12,273,2017.0,8.0,12.0,Saturday
2019-04-10,274,2019.0,4.0,10.0,Wednesday
2015-12-30,275,2015.0,12.0,30.0,Wednesday
2014-10-26,276,2014.0,10.0,26.0,Sunday
2018-06-30,277,2018.0,6.0,30.0,Saturday
2019-05-22,278,2019.0,5.0,22.0,Wednesday
2017-08-28,279,2017.0,8.0,28.0,Monday
2015-05-27,280,2015.0,5.0,27.0,Wednesday
2017-04-01,281,2017.0,4.0,1.0,Saturday
2017-12-30,282,2017.0,12.0,30.0,Saturday
2019-01-27,283,2019.0,1.0,27.0,Sunday
2015-08-19,284,2015.0,8.0,19.0,Wednesday
2017-05-03,285,2017.0,5.0,3.0,Wednesday
2015-01-08,286,2015.0,1.0,8.0,Thursday
2015-11-01,287,2015.0,11.0,1.0,Sunday
2019-03-19,288,2019.0,3.0,19.0,Tuesday
2018-07-12,289,2018.0,7.0,12.0,Thursday
2019-01-21,290,2019.0,1.0,21.0,Monday
2013-09-24,291,2013.0,9.0,24.0,Tuesday
2019-01-15,292,2019.0,1.0,15.0,Tuesday
2019-03-27,293,2019.0,3.0,27.0,Wednesday
2015-09-07,294,2015.0,9.0,7.0,Monday
2015-09-08,295,2015.0,9.0,8.0,Tuesday
2018-01-02,296,2018.0,1.0,2.0,Tuesday
2018-10-27,297,2018.0,10.0,27.0,Saturday
2016-09-01,298,2016.0,9.0,1.0,Thursday
2019-05-13,299,2019.0,5.0,13.0,Monday
2017-12-29,300,2017.0,12.0,29.0,Friday
2017-06-20,301,2017.0,6.0,20.0,Tuesday
2013-04-21,302,2013.0,4.0,21.0,Sunday
2017-03-18,303,2017.0,3.0,18.0,Saturday
2018-04-10,304,2018.0,4.0,10.0,Tuesday
2014-10-31,305,2014.0,10.0,31.0,Friday
2012-10-02,306,2012.0,10.0,2.0,Tuesday
2018-08-10,307,2018.0,8.0,10.0,Friday
2016-08-03,308,2016.0,8.0,3.0,Wednesday
2018-11-12,309,2018.0,11.0,12.0,Monday
2013-05-06,310,2013.0,5.0,6.0,Monday
2018-08-03,311,2018.0,8.0,3.0,Friday
2013-09-11,312,2013.0,9.0,11.0,Wednesday
2015-10-31,313,2015.0,10.0,31.0,Saturday
2017-08-01,314,2017.0,8.0,1.0,Tuesday
2016-09-05,315,2016.0,9.0,5.0,Monday
2016-08-11,316,2016.0,8.0,11.0,Thursday
2016-11-26,317,2016.0,11.0,26.0,Saturday
2014-09-09,318,2014.0,9.0,9.0,Tuesday
2018-04-15,319,2018.0,4.0,15.0,Sunday
2016-08-30,320,2016.0,8.0,30.0,Tuesday
2018-09-12,321,2018.0,9.0,12.0,Wednesday
2019-04-23,322,2019.0,4.0,23.0,Tuesday
2015-05-20,323,2015.0,5.0,20.0,Wednesday
2014-03-24,324,2014.0,3.0,24.0,Monday
2017-09-21,325,2017.0,9.0,21.0,Thursday
2018-10-10,326,2018.0,10.0,10.0,Wednesday
2013-12-04,327,2013.0,12.0,4.0,Wednesday
2016-11-08,328,2016.0,11.0,8.0,Tuesday
2018-04-02,329,2018.0,4.0,2.0,Monday
2016-03-26,330,2016.0,3.0,26.0,Saturday
2019-05-04,331,2019.0,5.0,4.0,Saturday
2017-06-24,332,2017.0,6.0,24.0,Saturday
2019-02-08,333,2019.0,2.0,8.0,Friday
2017-12-10,334,2017.0,12.0,10.0,Sunday
2018-12-22,335,2018.0,12.0,22.0,Saturday
2015-11-16,336,2015.0,11.0,16.0,Monday
2017-01-02,337,2017.0,1.0,2.0,Monday
2016-05-14,338,2016.0,5.0,14.0,Saturday
2019-05-03,339,2019.0,5.0,3.0,Friday
2015-08-23,340,2015.0,8.0,23.0,Sunday
2018-07-16,341,2018.0,7.0,16.0,Monday
2012-06-07,342,2012.0,6.0,7.0,Thursday
2016-07-13,343,2016.0,7.0,13.0,Wednesday
2015-05-31,344,2015.0,5.0,31.0,Sunday
2014-10-28,345,2014.0,10.0,28.0,Tuesday
2018-06-19,346,2018.0,6.0,19.0,Tuesday
2018-11-04,347,2018.0,11.0,4.0,Sunday
2019-04-07,348,2019.0,4.0,7.0,Sunday
2014-06-09,349,2014.0,6.0,9.0,Monday
2018-07-30,350,2018.0,7.0,30.0,Monday
2018-12-29,351,2018.0,12.0,29.0,Saturday
2014-09-04,352,2014.0,9.0,4.0,Thursday
2019-04-24,353,2019.0,4.0,24.0,Wednesday
2015-10-12,354,2015.0,10.0,12.0,Monday
2017-04-14,355,2017.0,4.0,14.0,Friday
2018-12-04,356,2018.0,12.0,4.0,Tuesday
2018-10-24,357,2018.0,10.0,24.0,Wednesday
2015-05-15,358,2015.0,5.0,15.0,Friday
2016-01-03,359,2016.0,1.0,3.0,Sunday
2018-09-04,360,2018.0,9.0,4.0,Tuesday
2019-03-04,361,2019.0,3.0,4.0,Monday
2018-11-09,362,2018.0,11.0,9.0,Friday
2015-09-30,363,2015.0,9.0,30.0,Wednesday
2019-05-05,364,2019.0,5.0,5.0,Sunday
2018-10-08,365,2018.0,10.0,8.0,Monday
2013-06-22,366,2013.0,6.0,22.0,Saturday
2015-11-17,367,2015.0,11.0,17.0,Tuesday
2017-09-05,368,2017.0,9.0,5.0,Tuesday
2016-12-04,369,2016.0,12.0,4.0,Sunday
2017-06-30,370,2017.0,6.0,30.0,Friday
2016-10-11,371,2016.0,10.0,11.0,Tuesday
2016-10-22,372,2016.0,10.0,22.0,Saturday
2019-02-14,373,2019.0,2.0,14.0,Thursday
2019-05-09,374,2019.0,5.0,9.0,Thursday
2018-09-26,375,2018.0,9.0,26.0,Wednesday
2019-03-24,376,2019.0,3.0,24.0,Sunday
2016-05-31,377,2016.0,5.0,31.0,Tuesday
2019-03-13,378,2019.0,3.0,13.0,Wednesday
2016-10-30,379,2016.0,10.0,30.0,Sunday
2017-08-11,380,2017.0,8.0,11.0,Friday
2016-05-21,381,2016.0,5.0,21.0,Saturday
2019-04-02,382,2019.0,4.0,2.0,Tuesday
2015-05-21,383,2015.0,5.0,21.0,Thursday
2015-10-06,384,2015.0,10.0,6.0,Tuesday
2017-01-31,385,2017.0,1.0,31.0,Tuesday
2014-08-22,386,2014.0,8.0,22.0,Friday
2016-09-28,387,2016.0,9.0,28.0,Wednesday
2018-11-25,388,2018.0,11.0,25.0,Sunday
2017-10-03,389,2017.0,10.0,3.0,Tuesday
2016-12-24,390,2016.0,12.0,24.0,Saturday
2015-10-07,391,2015.0,10.0,7.0,Wednesday
2018-08-22,392,2018.0,8.0,22.0,Wednesday
2017-04-17,393,2017.0,4.0,17.0,Monday
2018-03-27,394,2018.0,3.0,27.0,Tuesday
2014-08-21,395,2014.0,8.0,21.0,Thursday
2016-01-09,396,2016.0,1.0,9.0,Saturday
2018-12-15,397,2018.0,12.0,15.0,Saturday
2015-08-16,398,2015.0,8.0,16.0,Sunday
2018-06-23,399,2018.0,6.0,23.0,Saturday
2013-11-01,400,2013.0,11.0,1.0,Friday
2014-12-31,401,2014.0,12.0,31.0,Wednesday
2018-08-16,402,2018.0,8.0,16.0,Thursday
2018-09-19,403,2018.0,9.0,19.0,Wednesday
2015-10-04,404,2015.0,10.0,4.0,Sunday
2016-05-12,405,2016.0,5.0,12.0,Thursday
2018-03-24,406,2018.0,3.0,24.0,Saturday
2018-12-16,407,2018.0,12.0,16.0,Sunday
2012-05-29,408,2012.0,5.0,29.0,Tuesday
2015-12-22,409,2015.0,12.0,22.0,Tuesday
2018-12-12,410,2018.0,12.0,12.0,Wednesday
2013-09-01,411,2013.0,9.0,1.0,Sunday
2016-05-23,412,2016.0,5.0,23.0,Monday
2019-01-04,413,2019.0,1.0,4.0,Friday
2017-02-19,414,2017.0,2.0,19.0,Sunday
2015-07-27,415,2015.0,7.0,27.0,Monday
2019-03-09,416,2019.0,3.0,9.0,Saturday
2018-10-11,417,2018.0,10.0,11.0,Thursday
2019-01-06,418,2019.0,1.0,6.0,Sunday
2014-05-20,419,2014.0,5.0,20.0,Tuesday
2017-11-04,420,2017.0,11.0,4.0,Saturday
2012-12-30,421,2012.0,12.0,30.0,Sunday
2019-02-20,422,2019.0,2.0,20.0,Wednesday
2014-06-30,423,2014.0,6.0,30.0,Monday
2016-08-21,424,2016.0,8.0,21.0,Sunday
2018-03-02,425,2018.0,3.0,2.0,Friday
2017-03-29,426,2017.0,3.0,29.0,Wednesday
2016-10-09,427,2016.0,10.0,9.0,Sunday
2013-03-31,428,2013.0,3.0,31.0,Sunday
2017-05-30,429,2017.0,5.0,30.0,Tuesday
2018-07-23,430,2018.0,7.0,23.0,Monday
2017-05-07,431,2017.0,5.0,7.0,Sunday
2018-10-22,432,2018.0,10.0,22.0,Monday
2019-02-23,433,2019.0,2.0,23.0,Saturday
2013-07-14,434,2013.0,7.0,14.0,Sunday
2017-07-01,435,2017.0,7.0,1.0,Saturday
2014-09-03,436,2014.0,9.0,3.0,Wednesday
2012-06-22,437,2012.0,6.0,22.0,Friday
2019-03-22,438,2019.0,3.0,22.0,Friday
2015-09-20,439,2015.0,9.0,20.0,Sunday
2016-05-09,440,2016.0,5.0,9.0,Monday
2012-07-11,441,2012.0,7.0,11.0,Wednesday
2013-01-04,442,2013.0,1.0,4.0,Friday
2015-08-15,443,2015.0,8.0,15.0,Saturday
2019-05-15,444,2019.0,5.0,15.0,Wednesday
2016-04-28,445,2016.0,4.0,28.0,Thursday
2012-12-25,446,2012.0,12.0,25.0,Tuesday
2012-12-31,447,2012.0,12.0,31.0,Monday
2015-06-28,448,2015.0,6.0,28.0,Sunday
2018-07-04,449,2018.0,7.0,4.0,Wednesday
2018-09-10,450,2018.0,9.0,10.0,Monday
2018-09-14,451,2018.0,9.0,14.0,Friday
2014-06-28,452,2014.0,6.0,28.0,Saturday
2018-10-18,453,2018.0,10.0,18.0,Thursday
2014-07-08,454,2014.0,7.0,8.0,Tuesday
2018-10-15,455,2018.0,10.0,15.0,Monday
2015-06-12,456,2015.0,6.0,12.0,Friday
2019-01-20,457,2019.0,1.0,20.0,Sunday
2018-08-07,458,2018.0,8.0,7.0,Tuesday
2015-08-07,459,2015.0,8.0,7.0,Friday
2016-05-16,460,2016.0,5.0,16.0,Monday
2015-05-25,461,2015.0,5.0,25.0,Monday
2017-08-10,462,2017.0,8.0,10.0,Thursday
2019-05-10,463,2019.0,5.0,10.0,Friday
2016-04-22,464,2016.0,4.0,22.0,Friday
2016-12-05,465,2016.0,12.0,5.0,Monday
2012-09-05,466,2012.0,9.0,5.0,Wednesday
2017-02-15,467,2017.0,2.0,15.0,Wednesday
2016-12-28,468,2016.0,12.0,28.0,Wednesday
2016-10-03,469,2016.0,10.0,3.0,Monday
2014-04-15,470,2014.0,4.0,15.0,Tuesday
2017-08-22,471,2017.0,8.0,22.0,Tuesday
2012-09-14,472,2012.0,9.0,14.0,Friday
2018-08-05,473,2018.0,8.0,5.0,Sunday
2017-06-01,474,2017.0,6.0,1.0,Thursday
2018-11-13,475,2018.0,11.0,13.0,Tuesday
2016-07-01,476,2016.0,7.0,1.0,Friday
2013-06-20,477,2013.0,6.0,20.0,Thursday
2017-05-08,478,2017.0,5.0,8.0,Monday
2015-03-31,479,2015.0,3.0,31.0,Tuesday
2012-08-10,480,2012.0,8.0,10.0,Friday
2014-04-27,481,2014.0,4.0,27.0,Sunday
2016-07-15,482,2016.0,7.0,15.0,Friday
2016-11-18,483,2016.0,11.0,18.0,Friday
2015-10-11,484,2015.0,10.0,11.0,Sunday
2018-10-21,485,2018.0,10.0,21.0,Sunday
2017-01-25,486,2017.0,1.0,25.0,Wednesday
2015-12-29,487,2015.0,12.0,29.0,Tuesday
2014-10-18,488,2014.0,10.0,18.0,Saturday
2015-12-07,489,2015.0,12.0,7.0,Monday
2019-04-18,490,2019.0,4.0,18.0,Thursday
2018-06-05,491,2018.0,6.0,5.0,Tuesday
2015-12-31,492,2015.0,12.0,31.0,Thursday
2015-10-18,493,2015.0,10.0,18.0,Sunday
2017-07-29,494,2017.0,7.0,29.0,Saturday
2017-11-21,495,2017.0,11.0,21.0,Tuesday
2018-09-13,496,2018.0,9.0,13.0,Thursday
2018-08-21,497,2018.0,8.0,21.0,Tuesday
2015-10-28,498,2015.0,10.0,28.0,Wednesday
2013-09-04,499,2013.0,9.0,4.0,Wednesday
2015-10-13,500,2015.0,10.0,13.0,Tuesday
2014-04-22,501,2014.0,4.0,22.0,Tuesday
2015-09-28,502,2015.0,9.0,28.0,Monday
2018-06-04,503,2018.0,6.0,4.0,Monday
2013-04-03,504,2013.0,4.0,3.0,Wednesday
2016-01-11,505,2016.0,1.0,11.0,Monday
2015-09-23,506,2015.0,9.0,23.0,Wednesday
2012-09-18,507,2012.0,9.0,18.0,Tuesday
2019-04-06,508,2019.0,4.0,6.0,Saturday
2013-03-08,509,2013.0,3.0,8.0,Friday
2012-09-23,510,2012.0,9.0,23.0,Sunday
2015-09-25,511,2015.0,9.0,25.0,Friday
2016-12-08,512,2016.0,12.0,8.0,Thursday
2013-12-25,513,2013.0,12.0,25.0,Wednesday
2015-08-25,514,2015.0,8.0,25.0,Tuesday
2016-12-31,515,2016.0,12.0,31.0,Saturday
2016-08-15,516,2016.0,8.0,15.0,Monday
2018-08-15,517,2018.0,8.0,15.0,Wednesday
2015-10-24,518,2015.0,10.0,24.0,Saturday
